transaction_key,item,transaction_type,quantity,transaction_date,unit,assigned_to,serial_numbers,description,remark,source_ref
STK-1D53EE01E1,Datalogic QW2100,IN,1,2024-05-03 00:00:00,pcs,,UN-KNOW,IT Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=151
STK-F82516EE9A,Datalogic QW2100,IN,1,2024-05-03 00:00:00,pcs,,G21M82786,IT Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=152
STK-7B4C0A49F1,Datalogic QW2100,IN,1,2024-05-03 00:00:00,pcs,,,Bị hư,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=153
STK-961CE5950D,Epson EB-X31,IN,1,2024-05-03 00:00:00,pcs,,WEAK5900199,Máy chiếu-Error (Need to check),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=154
STK-E7051F5D11,KVM Switch,IN,1,2024-05-03 00:00:00,pcs,,C1Z3I5-028-0082,4 Ports,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=155
STK-02AA0F8E53,HP-PC Kit,IN,3,2024-05-03 00:00:00,pcs,,,IT Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=156
STK-28183AAB4D,Vesa-PC Kit,IN,1,2024-05-03 00:00:00,pcs,,,IT Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=157
STK-97DDB31A19,Postek printer,IN,1,2024-05-03 00:00:00,pcs,,I1623H0001,O2O,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=158
STK-5017073275,Postek printer,IN,1,2024-05-03 00:00:00,pcs,,I1623H0004,O2O,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=159
STK-9D703DF8C5,Postek printer,IN,1,2024-05-03 00:00:00,pcs,,I1623H0005,O2O,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=160
STK-3CF2222BF2,Postek printer,IN,1,2024-05-03 00:00:00,pcs,,I1622C0001,O2O,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=161
STK-D50C7070D0,Star-MCP31L BK EU,IN,1,2024-05-03 00:00:00,pcs,,2580022120601390,Radiant giao cho FL,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=162
STK-EBB9BDF6B8,Star-MCP31L BK EU,IN,1,2024-05-03 00:00:00,pcs,,2580022120601390,Radiant giao cho FL,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=163
STK-373C564F0E,Star-MCP31L BK EU,IN,1,2024-05-03 00:00:00,pcs,,2580022120601400,Radiant giao cho FL,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=164
STK-7D551B4B87,Star-SM-L200-UB40,IN,1,2024-05-03 00:00:00,pcs,,2530022102301140,Radiant giao cho FL,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=165
STK-20AD24E360,Star-SM-L200-UB40,IN,1,2024-05-03 00:00:00,pcs,,2530022102301150,Radiant giao cho FL,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=166
STK-43E5F6C990,Star-SM-T300I2-DB50,IN,1,2024-05-03 00:00:00,pcs,,2560023022000020,Radiant giao cho FL,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=167
STK-74072D5702,Star-SM-T300I2-DB50,IN,1,2024-05-03 00:00:00,pcs,,2560023022000020,Radiant giao cho FL,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=168
STK-85E7C41A82,Star-SM-T300I2-DB50,IN,1,2024-05-03 00:00:00,pcs,,2560023022000020,Radiant giao cho FL,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=169
STK-894FB4E80E,HP 190V,IN,1,2024-06-03 00:00:00,pcs,,3CQ633116Z,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=170
STK-9E1AC8C80E,Aoc E960S,IN,1,2024-06-03 00:00:00,pcs,,AMWD19A002744,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=171
STK-5851C58C83,LG L177WSB,IN,1,2024-06-03 00:00:00,pcs,,,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=172
STK-AC0E79D95C,PDT-Symbol MC32N0,IN,1,2024-06-03 00:00:00,pcs,,18189523022375,COE dùng để scan hàng,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=173
STK-A3371B92CA,PDT-Symbol MC32N0,IN,1,2024-06-03 00:00:00,pcs,,18189523022450,COE dùng để scan hàng,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=174
STK-92DE1D0DCA,PDT-Symbol MC32N0,IN,1,2024-06-03 00:00:00,pcs,,17335523023166,COE dùng để scan hàng,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=175
STK-4B61B60CDD,HP Engage Go 10 Mobile System,IN,1,2024-07-03 00:00:00,pcs,,5CG3350NKD,Lô hàng FPT cho FL,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=176
STK-DCEB12F352,HP Engage Go 10 Mobile System,IN,1,2024-07-03 00:00:00,pcs,,5CG3350NKC,Lô hàng FPT cho FL,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=177
STK-FEED4DAB4C,HP Engage Go 10 Mobile System,IN,1,2024-07-03 00:00:00,pcs,,5CG3350NKB,Lô hàng FPT cho FL,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=178
STK-2B8EFDEE78,HP Engage 2 x 20 Pole Display,IN,1,2024-07-03 00:00:00,pcs,,2TD311NAFQ,Lô hàng FPT cho FL,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=179
STK-C3C8462C67,HP Engage 2 x 20 Pole Display,IN,1,2024-07-03 00:00:00,pcs,,2TD311NAFR,Lô hàng FPT cho FL,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=180
STK-3107DC59D7,HP Engage 2 x 20 Pole Display,IN,1,2024-07-03 00:00:00,pcs,,2TD311NAFS,Lô hàng FPT cho FL,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=181
STK-F0C96FEEBB,Tivi Samsung,IN,1,2024-07-03 00:00:00,pcs,,12763YHZ303249K,Tivi cũ của chi Anna nhân sự gửi từ rất lâu,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=182
STK-8D6716B258,Tivi Sam 2,IN,1,2024-07-03 00:00:00,pcs,,0732DA0011420,Trước dùng cho phòng họp lớn-Sau khi kiểm kê cất lại kho HR,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=183
STK-19352594FE,Lenovo Thinkpad E490,IN,1,2024-07-03 00:00:00,pcs,,PF1JT4Q6,IT Backup-Need repair,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=184
STK-2091782076,Power socket,IN,4,2024-07-03 00:00:00,pcs,,,Power socket for Server,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=185
STK-F51BAE7F1B,Patch panel,IN,1,2024-07-03 00:00:00,pcs,,,IT Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=186
STK-D347348319,Zebra-Dock PDT,IN,1,2024-07-03 00:00:00,pcs,,S23069523701496,IT Backup-dùng để giao bổ sung cho FL West-Lake,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=187
STK-5D8244CCD8,Zebra-Dock PDT,IN,1,2024-07-03 00:00:00,pcs,,S23069523701507,IT Backup-dùng để giao bổ sung cho FL West-Lake,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=188
STK-DD0A940127,Zebra-Dock PDT,IN,1,2024-07-03 00:00:00,pcs,,S23069523701506,IT Backup-dùng để giao bổ sung cho FL West-Lake,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=189
STK-320928078B,Zebra-Dock PDT,IN,1,2024-07-03 00:00:00,pcs,,S23069523701510,IT Backup-dùng để giao bổ sung cho FL West-Lake,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=190
STK-A9F7089178,HP ProDesk 400 G6 DM,IN,1,2024-07-03 00:00:00,pcs,,8CC2231D5C,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=191
STK-F81CA8DC72,Kensington-Combination Lock,IN,1,2024-07-03 00:00:00,pcs,,LU-198,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=192
STK-BC24F11FD4,Datalogic QW2100,IN,1,2024-07-03 00:00:00,pcs,,G21NG2046,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=193
STK-639C690A4F,HP-P204V,IN,1,2024-07-03 00:00:00,pcs,,3CQ3240J7T,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=194
STK-59F27D0007,Epson TM-82III,IN,1,2024-07-03 00:00:00,pcs,,X7BA014973,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=195
STK-CE4E99AF06,HP Laser 107A,IN,1,2024-07-03 00:00:00,pcs,,CNB2Q9TRM8,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=196
STK-D6D140FAB1,Cisco CBS110-16T-EU,IN,1,2024-07-03 00:00:00,pcs,,PSZ27181AHK,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=197
STK-0D2E90720B,Unifi-UAP-nanoHD,IN,1,2024-07-03 00:00:00,pcs,,AC8BA95436A9,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=198
STK-5D9E53ABB5,Zebra TC26BK,IN,1,2024-07-03 00:00:00,pcs,,S23118523021439,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=199
STK-FA5094D5BF,Hub Usb Orico 4 Port,IN,1,2024-07-03 00:00:00,pcs,,RC230218178037,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=200
STK-BB9547AB36,Maken MK410,IN,1,2024-07-03 00:00:00,pcs,,MK410221102176,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=201
STK-9E90C23119,Pole Display VFD,IN,1,2024-07-03 00:00:00,pcs,,D190928010054,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=202
STK-6F8CF1C8D9,UBS APC BVX1200LI-MS,IN,1,2024-07-03 00:00:00,pcs,,9B2229A23670,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=203
STK-1D1B8AB39C,HP ProDesk 400 G6 DM,IN,1,2024-07-03 00:00:00,pcs,,8CC3161T0J,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=204
STK-4670E190DA,HP-P204V,IN,1,2024-07-03 00:00:00,pcs,,3CQ3240J5T,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=205
STK-C59F4C5B2F,Pole Display VFD,IN,1,2024-07-03 00:00:00,pcs,,D190928010055,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=206
STK-9A7FE6D1B5,Unifi-UAP-nanoHD,IN,1,2024-07-03 00:00:00,pcs,,AC8BA9548380,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=207
STK-60443DF9D7,HP Laser 107A,IN,1,2024-07-03 00:00:00,pcs,,CNB3Q9MLY6,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=208
STK-B67C523630,,IN,1,2024-07-03 00:00:00,pcs,,,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=209
STK-A6A8A3D20E,Hub Usb Orico 4 Port,IN,1,2024-07-03 00:00:00,pcs,,124RE-2YCYRW,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=210
STK-957C8534CA,Cisco CBS110-16T-EU,IN,1,2024-07-03 00:00:00,pcs,,6CD6E3AD0A82,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=211
STK-6D517FCAD0,Zebra TC26BK,IN,1,2024-07-03 00:00:00,pcs,,S23118523021190,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=212
STK-C7892354B9,Maken MK410,IN,1,2024-07-03 00:00:00,pcs,,MK410221102399,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=213
STK-1367EEE6BA,Datalogic QW2100,IN,1,2024-07-03 00:00:00,pcs,,G21NE8123,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=214
STK-80466E2F0F,Kensington-Combination Lock,IN,2,2024-07-03 00:00:00,pcs,,,IT Backup-prepare for new stores (Lo hang Cambodia),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=215
STK-284468F2B8,Finger printer,IN,1,2024-07-03 00:00:00,pcs,,6536180960020,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=216
STK-0FBB7CD06B,Samsung S6 Lite,IN,1,2024-07-03 00:00:00,pcs,,352294624027473,O2O tính set up cho VN13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=217
STK-B0D748FF04,Lenovo tab M8,IN,1,2024-07-03 00:00:00,pcs,,,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=218
STK-16DF3743EB,Lenovo tab M8,OUT,1,2024-07-03 00:00:00,pcs,Quan IT,,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=219
STK-C0E9789F36,UPS SMC 1500,IN,1,2024-07-03 00:00:00,pcs,,,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=220
STK-A42C5FD63E,UPS SMC 1500,IN,1,2024-07-03 00:00:00,pcs,,,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=221
STK-88A27AEE7A,UPS SMC 1500,IN,1,2024-07-03 00:00:00,pcs,,,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=222
STK-69BA19896B,PDT-Symbol MC32N0,OUT,3,2024-08-03 00:00:00,pcs,,181895E13181895E13173355E13,Cấp cho anh Thắng COE,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=223
STK-3D040B761E,HP ProDesk 400 G3 DM,IN,1,2024-11-03 00:00:00,pcs,,8CG8105N1T,IT Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=224
STK-3AAE4E4E01,HP ProDesk 400 G3 DM,IN,1,2024-11-03 00:00:00,pcs,,8CG8052W2H,IT Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=225
STK-752C070B67,Mouse,OUT,3,2024-11-03 00:00:00,pcs,Minh E-Com Nam SCM Thy Acc,,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=226
STK-AFF0A4E348,HP ProDesk 400 G3 DM,IN,1,2024-11-03 00:00:00,pcs,,8CG8105MSQ,IT Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=227
STK-49E5510A0A,HP ProDesk 400 G3 DM,IN,1,2024-11-03 00:00:00,pcs,,8CG75234Q1,IT Backup-SSD 500Gb + ram 8Gb,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=228
STK-9886416350,HP ProDesk 400 G3 DM,IN,1,2024-11-03 00:00:00,pcs,,8CG8052XG7,IT Backup - Đang sử dụng VE01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=229
STK-CFC7B95ECB,HP ProDesk 400 G3 DM,IN,1,2024-11-03 00:00:00,pcs,,8CG75234QP,IT Backup-SSD 500Gb + ram 12Gb,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=230
STK-7085D869BC,HP ProDesk 400 G3 DM,IN,1,2024-11-03 00:00:00,pcs,,8CG75206VW,IT Backup-HDD + 8Gb,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=231
STK-4FAA731C99,Barcode Printer-Zebra S4m,IN,1,2024-11-03 00:00:00,pcs,,,None-use,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=232
STK-BA14C86899,Epson TM-82III,IN,1,2024-11-03 00:00:00,pcs,,X7BA014971,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=233
STK-461F27D150,Mouse,IN,1,2024-11-03 00:00:00,pcs,,,Anh Nam Log trả,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=234
STK-7BB5347C97,Samsung portable SSD 500Gb,IN,1,2024-12-03 00:00:00,pcs,,S5TNNJ0RC00202P,Ổ cứng rời-IT Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=235
STK-1C1D298DC4,2.5 Inch Hard Drive Enclosure,IN,1,2024-12-03 00:00:00,pcs,,,Box đọc ổ cứng-It Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=236
STK-33D0C3948B,Logitech-Wireless mouse,IN,1,2024-12-03 00:00:00,pcs,,2202LZXJ36J8,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=237
STK-3A6337C38C,Logitech-Wireless mouse,OUT,1,2024-12-03 00:00:00,pcs,Tú Trinh (Acc),2202LZXJ36J8,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=238
STK-48F9E06E01,Mouse,IN,1,2024-12-03 00:00:00,pcs,,,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=239
STK-0BDA0F3DCF,Mouse,IN,2,2024-12-03 00:00:00,pcs,,,Thy (Acc) & Minh (Ecom) trả,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=240
STK-1E77A3E76F,HP 194V,IN,1,2024-12-03 00:00:00,pcs,,3CQ7490XG4,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=241
STK-333EB6D6EA,Canon LBP 2900,IN,1,2024-12-03 00:00:00,pcs,,NMYA585779,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=242
STK-F7ABB5B01F,Keyboard,IN,1,2024-12-03 00:00:00,pcs,,,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=243
STK-986DC11517,Mouse,IN,1,2024-12-03 00:00:00,pcs,,,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=244
STK-6822B3813C,HP-Display port to VGA,IN,2,2024-12-03 00:00:00,pcs,,3380795,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=245
STK-0FA3E78EC6,Datalogic QW2100,IN,1,2024-12-03 00:00:00,pcs,,G20L70055,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=246
STK-93CE0D32A8,OptiPlex 3090 Micro,IN,1,2024-12-03 00:00:00,pcs,,DHC4LQ3,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=247
STK-CFF6F91639,Epson TM-82III,IN,1,2024-12-03 00:00:00,pcs,,X7B9022730,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=248
STK-C4EFFEDFA9,HDMI to HDMI - Unitek,OUT,1,13/3/2024,pcs,Chị Uyên,,Thay cho chị Uyên,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=249
STK-A717C87B5F,Unitek - HDMI to VGA,IN,1,13/3/2024,pcs,,,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=250
STK-9CC19B7016,Mouse,OUT,1,13/3/2024,pcs,Thy,,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=251
STK-27C9D14DE3,Poscom,IN,1,13/3/2024,pcs,,B5AT100015,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=252
STK-F0211A1C65,Datalogic QW2100,IN,1,13/3/2024,pcs,,G21M82792,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=253
STK-CAB1EC7489,HP Laser NEVERSTOP 1000W,IN,1,13/3/2024,pcs,,CNBRP8297B,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=254
STK-6A83AEEF4C,Pole Display VFD,IN,1,13/3/2024,pcs,,211130000039,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=255
STK-3FCBF906C4,Epson TM-82III,IN,1,13/3/2024,pcs,,X7BA002787,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=256
STK-3A0968B92D,Keyboard,IN,1,13/3/2024,pcs,,,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=257
STK-1B6A571BAD,Mouse,IN,1,13/3/2024,pcs,,,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=258
STK-0F72B3E1DF,HP ProDesk 400 G3 DM,IN,1,13/3/2024,pcs,,8CG8052W2J,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=259
STK-0F9AC8A19B,HP 190V,IN,1,13/3/2024,pcs,,1CR8371GSK,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=260
STK-E7F879CE15,Poscom,IN,1,13/3/2024,pcs,,20201130017,IT-Backup,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=261
STK-B78C40260A,Laptop Dell Latitude 5430,OUT,1,27/02/2024,Pcs,Chị Uyên,4084RV3,Cấp tạm cho chị Uyên,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=262
STK-681FD95825,HP ProDesk 400 G3 DM,OUT,1,21/03/2024,pcs,Intern Accounting,8CG75234Q1,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=263
STK-B7CCDC70C3,Mouse,OUT,1,21/03/2024,pcs,Intern Accounting,,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=264
STK-976456537D,Keyboard,OUT,1,21/03/2024,pcs,Intern Accounting,,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=265
STK-08601DB7BF,Unitek - HDMI to VGA,IN,1,21/03/2024,pcs,,,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=266
STK-5611CDE401,Ram 4Gb,OUT,1,21/03/2024,pcs,linh.thainhat,,Upgragde for linh.thainhat's Laptop,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=267
STK-752FC38EBF,Laptop Dell Latitude 3520,OUT,1,25/03/2024,pcs,Tạ Quỳnh Trang (Coe),DP8VKG3,AMMAVNCEC000022,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=268
STK-122E1B155E,Laptop Thinkpad X280,IN,1,25/03/2024,pcs,,PC0VSNXT,22VN00110047 (IT Backup),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=269
STK-ADCDB3B243,Mouse,IN,1,25/03/2024,pcs,,,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=270
